Date, Humidity (%), Temperature (°C), Soil Moisture (%), Humidity Purcentage (%)
March 01 2025 10:24:05, 40.040398, 13.582420, 1359, 66.597015
March 01 2025 10:25:05, 38.979149, 13.385963, 1368, 66.328362
March 01 2025 10:26:05, 38.693619, 13.199234, 1392, 65.611938
March 01 2025 10:27:05, 38.379765, 12.872124, 1390, 65.671638
March 01 2025 10:28:06, 39.740753, 12.843132, 1343, 67.074623
March 01 2025 10:29:06, 41.514587, 12.928391, 1373, 66.179108
March 01 2025 10:30:06, 40.664673, 12.719917, 1408, 65.134331
March 01 2025 10:31:06, 41.312885, 13.084221, 1382, 65.910446
March 01 2025 10:32:07, 42.013550, 13.320923, 1379, 66.000000
March 01 2025 10:33:07, 42.102432, 13.508987, 1406, 65.194031
March 01 2025 10:34:07, 41.204166, 13.714600, 1389, 65.701492
March 01 2025 10:35:07, 41.570187, 13.803101, 1363, 66.477615
March 01 2025 10:36:08, 40.397644, 13.912582, 1375, 66.119400
March 01 2025 10:37:08, 39.335537, 14.039230, 1411, 65.044777
March 01 2025 10:38:08, 40.139771, 14.151382, 1386, 65.791046
March 01 2025 10:39:08, 40.080738, 14.235878, 1377, 66.059700
March 01 2025 10:40:08, 39.029980, 14.370537, 1394, 65.552238
March 01 2025 10:41:09, 37.904549, 13.991356, 1373, 66.179108
March 01 2025 10:42:09, 38.039207, 13.855934, 1377, 66.059700
March 01 2025 10:43:09, 37.699509, 13.624954, 1413, 64.985077
March 01 2025 10:44:09, 37.697887, 13.607597, 1379, 66.000000
March 01 2025 10:45:10, 37.343216, 13.639450, 1385, 65.820892
March 01 2025 10:46:10, 38.675976, 13.808632, 1381, 65.940300
March 01 2025 10:47:10, 39.767265, 14.050674, 1349, 66.895523
March 01 2025 10:48:10, 40.345764, 14.182472, 1378, 66.029854
March 01 2025 10:49:11, 40.039825, 14.264107, 1401, 65.343285
March 01 2025 10:50:11, 39.870167, 14.389992, 1373, 66.179108
March 01 2025 10:51:11, 40.368176, 14.517975, 1407, 65.164177
March 01 2025 10:52:11, 40.463829, 14.595032, 1366, 66.388062
March 01 2025 10:53:12, 39.389992, 14.611626, 1360, 66.567162
March 01 2025 10:54:12, 39.055634, 14.617538, 1363, 66.477615
March 01 2025 10:55:12, 39.638042, 14.760017, 1388, 65.731346
March 01 2025 10:56:12, 39.184093, 14.750290, 1380, 65.970146
March 01 2025 10:57:12, 38.514137, 14.793587, 1407, 65.164177
March 01 2025 10:58:13, 36.858559, 14.266968, 1413, 64.985077
March 01 2025 10:59:13, 37.526417, 14.180183, 1400, 65.373131
March 01 2025 11:00:13, 37.485600, 14.011002, 1415, 64.925377
March 01 2025 11:01:13, 36.751461, 13.727951, 1375, 66.119400
March 01 2025 11:02:14, 36.623096, 13.515472, 1391, 65.641792
March 01 2025 11:03:14, 37.985516, 13.450813, 1405, 65.223877
March 01 2025 11:04:14, 38.489819, 13.271904, 1415, 64.925377
March 01 2025 11:05:14, 38.232994, 13.377190, 1387, 65.761192
March 01 2025 11:06:15, 39.808846, 13.698387, 1404, 65.253731
March 01 2025 11:07:15, 39.307976, 13.510132, 1391, 65.641792
March 01 2025 11:08:15, 38.351345, 13.285446, 1409, 65.104477
March 01 2025 11:09:15, 38.937569, 13.159561, 1392, 65.611938
March 01 2025 11:10:16, 39.826488, 13.052559, 1413, 64.985077
March 01 2025 11:11:16, 40.168667, 13.374710, 1413, 64.985077
March 01 2025 11:12:16, 41.104603, 13.762093, 1407, 65.164177
March 01 2025 11:13:16, 39.690018, 13.786507, 1398, 65.432838
March 01 2025 11:14:16, 38.965702, 13.672256, 1424, 64.656715
March 01 2025 11:15:17, 39.558792, 13.930893, 1401, 65.343285
March 01 2025 11:16:17, 39.043140, 14.281082, 1397, 65.462685
March 01 2025 11:17:17, 39.816475, 14.505196, 1397, 65.462685
March 01 2025 11:18:17, 38.323116, 14.795685, 1397, 65.462685
March 01 2025 11:19:18, 39.229774, 14.832687, 1392, 65.611938
March 01 2025 11:20:18, 38.121891, 14.939308, 1408, 65.134331
March 01 2025 11:21:18, 38.950253, 15.039635, 1408, 65.134331
March 01 2025 11:22:18, 39.043045, 15.096474, 1393, 65.582092
March 01 2025 11:23:19, 37.497044, 14.935493, 1409, 65.104477
March 01 2025 11:24:19, 37.748623, 14.901543, 1411, 65.044777
March 01 2025 11:25:19, 39.486599, 15.062523, 1403, 65.283585
March 01 2025 11:26:19, 39.111996, 15.197945, 1398, 65.432838
March 01 2025 11:27:19, 37.011719, 15.313339, 1472, 63.223881
March 01 2025 11:28:20, 36.504841, 15.399361, 1421, 64.746269
March 01 2025 11:29:20, 36.810398, 15.398598, 1399, 65.402985
March 01 2025 11:30:20, 37.445736, 15.511894, 1377, 66.059700
March 01 2025 11:31:20, 37.100792, 15.440559, 1412, 65.014923
March 01 2025 11:32:21, 36.564159, 15.254402, 1418, 64.835823
March 01 2025 11:33:21, 37.125587, 15.153122, 1420, 64.776123
March 01 2025 11:34:21, 36.464500, 14.864159, 1441, 64.149254
March 01 2025 11:35:21, 37.485027, 14.906311, 1401, 65.343285
March 01 2025 11:36:22, 38.213539, 15.030289, 1434, 64.358208
March 01 2025 11:37:22, 38.632488, 15.168190, 1397, 65.462685
March 01 2025 11:38:22, 38.703251, 15.256500, 1383, 65.880600
March 01 2025 11:39:22, 37.267113, 15.536690, 1425, 64.626869
March 01 2025 11:40:23, 37.170410, 15.589905, 1423, 64.686569
March 01 2025 11:41:23, 36.512566, 15.629578, 1393, 65.582092
March 01 2025 11:42:23, 37.265301, 15.641212, 1409, 65.104477
March 01 2025 11:43:23, 35.346699, 15.654945, 1393, 65.582092
March 01 2025 11:44:23, 35.947609, 15.660667, 1411, 65.044777
March 01 2025 11:45:24, 35.900784, 15.740585, 1385, 65.820892
March 01 2025 11:46:24, 35.040665, 15.661049, 1431, 64.447762
March 01 2025 11:47:24, 36.759186, 15.783310, 1399, 65.402985
March 01 2025 11:48:24, 36.268616, 15.627098, 1430, 64.477615
March 01 2025 11:49:25, 35.448456, 15.281105, 1399, 65.402985
March 01 2025 11:50:25, 36.786461, 15.110207, 1419, 64.805969
March 01 2025 11:51:25, 37.816334, 15.155983, 1424, 64.656715
March 01 2025 11:52:25, 38.534260, 15.369797, 1393, 65.582092
March 01 2025 11:53:26, 37.617493, 15.492439, 1399, 65.402985
March 01 2025 11:54:26, 38.838005, 15.632820, 1423, 64.686569
March 01 2025 11:55:26, 38.400650, 15.720749, 1407, 65.164177
March 01 2025 11:56:26, 37.388420, 15.919685, 1401, 65.343285
March 01 2025 11:57:27, 33.932304, 15.919685, 1422, 64.716415
March 01 2025 11:58:27, 36.724567, 15.944290, 1426, 64.597015
March 01 2025 11:59:27, 33.954525, 15.906334, 1434, 64.358208
March 01 2025 12:00:27, 35.388184, 15.985680, 1419, 64.805969
March 01 2025 12:01:27, 34.313583, 15.909004, 1393, 65.582092
March 01 2025 12:02:28, 35.045528, 15.865517, 1417, 64.865669
March 01 2025 12:03:28, 36.374187, 15.889931, 1404, 65.253731
March 01 2025 12:04:28, 35.213947, 15.846252, 1461, 63.552238
March 01 2025 12:05:28, 36.257172, 16.039467, 1418, 64.835823
March 01 2025 12:06:29, 35.481644, 16.115570, 1415, 64.925377
March 01 2025 12:07:29, 36.030483, 16.143036, 1427, 64.567162
March 01 2025 12:08:29, 37.146664, 16.212654, 1418, 64.835823
March 01 2025 12:09:29, 37.746906, 16.301537, 1410, 65.074623
March 01 2025 12:10:30, 37.464142, 16.340637, 1401, 65.343285
March 01 2025 12:11:30, 35.866356, 16.494370, 1427, 64.567162
March 01 2025 12:12:30, 36.449718, 16.493225, 1435, 64.328362
March 01 2025 12:13:30, 36.709690, 16.507149, 1425, 64.626869
March 01 2025 12:14:30, 36.417770, 16.486931, 1433, 64.388062
March 01 2025 12:15:31, 37.315750, 16.562080, 1392, 65.611938
March 01 2025 12:16:31, 34.079838, 16.366768, 1418, 64.835823
March 01 2025 12:17:31, 36.067867, 16.422081, 1446, 64.000000
March 01 2025 12:18:31, 35.029030, 16.407394, 1425, 64.626869
March 01 2025 12:19:32, 35.619354, 16.430473, 1419, 64.805969
March 01 2025 12:20:32, 36.026669, 16.447258, 1408, 65.134331
March 01 2025 12:21:32, 35.650158, 16.434669, 1445, 64.029854
March 01 2025 12:22:32, 32.863998, 16.327667, 1421, 64.746269
March 01 2025 12:23:33, 33.345604, 16.030312, 1431, 64.447762
March 01 2025 12:24:33, 35.551262, 16.151237, 1406, 65.194031
March 01 2025 12:25:33, 36.224174, 16.192055, 1392, 65.611938
March 01 2025 12:26:33, 35.895538, 16.422844, 1406, 65.194031
March 01 2025 12:27:34, 36.287403, 16.549110, 1437, 64.268654
March 01 2025 12:28:34, 34.993458, 16.413879, 1447, 63.970150
March 01 2025 12:29:34, 34.890461, 16.362572, 1424, 64.656715
March 01 2025 12:30:34, 34.691429, 16.368675, 1412, 65.014923
March 01 2025 12:31:34, 35.372257, 16.466904, 1437, 64.268654
March 01 2025 12:32:35, 33.975983, 16.491127, 1429, 64.507462
March 01 2025 12:33:35, 33.834743, 16.472435, 1431, 64.447762
March 01 2025 12:34:35, 33.154488, 16.386986, 1434, 64.358208
March 01 2025 12:36:39, 53.281212, 16.042328, 1401, 65.343285
March 01 2025 12:37:39, 36.426640, 15.977669, 1424, 64.656715
March 01 2025 12:38:40, 35.123253, 15.826416, 1401, 65.343285
March 01 2025 12:39:40, 33.449745, 15.723419, 1422, 64.716415
March 01 2025 12:40:40, 35.679245, 15.742302, 1431, 64.447762
March 01 2025 12:41:40, 34.440708, 15.538597, 1456, 63.701492
March 01 2025 12:42:40, 34.384346, 15.394211, 1433, 64.388062
March 01 2025 12:43:41, 36.379910, 15.498734, 1412, 65.014923
March 01 2025 12:44:41, 34.680748, 15.423012, 1439, 64.208954
March 01 2025 12:45:41, 34.939003, 15.511894, 1424, 64.656715
March 01 2025 12:46:41, 35.662937, 15.681839, 1403, 65.283585
March 01 2025 12:47:42, 34.659100, 15.811348, 1421, 64.746269
March 01 2025 12:48:42, 35.370064, 15.917206, 1433, 64.388062
March 01 2025 12:49:42, 37.658024, 15.984917, 1431, 64.447762
March 01 2025 12:50:42, 36.916637, 16.062737, 1370, 66.268654
March 01 2025 12:51:43, 37.124634, 16.099548, 1422, 64.716415
March 01 2025 12:52:43, 36.597252, 16.157341, 1424, 64.656715
March 01 2025 12:53:43, 35.457706, 16.317749, 1442, 64.119400
March 01 2025 12:54:43, 36.736965, 16.329193, 1428, 64.537315
March 01 2025 12:55:43, 36.698532, 16.371727, 1425, 64.626869
March 01 2025 12:56:44, 35.841370, 16.383362, 1433, 64.388062
March 01 2025 12:57:44, 35.059834, 16.283226, 1456, 63.701492
March 01 2025 12:58:44, 34.751987, 16.261292, 1410, 65.074623
March 01 2025 12:59:44, 34.243774, 16.205025, 1455, 63.731342
March 01 2025 13:00:45, 35.304737, 16.213989, 1416, 64.895523
March 01 2025 13:01:45, 36.406326, 16.309738, 1423, 64.686569
March 01 2025 13:02:45, 37.219334, 16.330147, 1421, 64.746269
March 01 2025 13:03:45, 35.289669, 16.305542, 1415, 64.925377
March 01 2025 13:04:46, 36.493015, 16.332436, 1434, 64.358208
March 01 2025 13:05:46, 36.196899, 16.365814, 1455, 63.731342
March 01 2025 13:06:46, 36.342907, 16.415977, 1433, 64.388062
March 01 2025 13:07:46, 34.188557, 16.284943, 1431, 64.447762
March 01 2025 13:08:47, 35.201168, 16.342545, 1458, 63.641792
March 01 2025 13:09:47, 36.731052, 16.426849, 1439, 64.208954
March 01 2025 13:10:47, 34.294891, 16.342163, 1415, 64.925377
March 01 2025 13:11:47, 36.465454, 16.393280, 1456, 63.701492
March 01 2025 13:12:47, 37.400913, 16.468239, 1422, 64.716415
March 01 2025 13:13:48, 36.756516, 16.510773, 1451, 63.850746
March 01 2025 13:14:48, 36.274719, 16.512871, 1431, 64.447762
March 01 2025 13:15:48, 35.609627, 16.424179, 1473, 63.194031
March 01 2025 13:16:48, 36.230946, 16.549492, 1449, 63.910446
March 01 2025 13:17:49, 35.793972, 16.535568, 1456, 63.701492
March 01 2025 13:18:49, 37.365246, 16.606331, 1443, 64.089554
March 01 2025 13:19:49, 36.918831, 16.667366, 1441, 64.149254
March 01 2025 13:20:49, 37.212658, 16.674805, 1449, 63.910446
March 01 2025 13:21:50, 35.418892, 16.525459, 1429, 64.507462
March 01 2025 13:22:50, 34.627914, 16.458702, 1434, 64.358208
March 01 2025 13:23:50, 35.040855, 16.447449, 1489, 62.716419
March 01 2025 13:24:50, 35.075951, 16.600227, 1435, 64.328362
March 01 2025 13:25:51, 35.284328, 16.768074, 1470, 63.283581
March 01 2025 13:26:51, 36.838055, 16.812134, 1435, 64.328362
March 01 2025 13:27:51, 34.946251, 16.760445, 1446, 64.000000
March 01 2025 13:28:51, 35.164738, 16.697884, 1455, 63.731342
March 01 2025 13:29:51, 34.027481, 16.762161, 1456, 63.701492
March 01 2025 13:30:52, 33.807087, 16.643906, 1443, 64.089554
March 01 2025 13:31:52, 35.664177, 16.733170, 1443, 64.089554
March 01 2025 13:32:52, 33.190155, 16.627502, 1431, 64.447762
March 01 2025 13:33:52, 33.576298, 16.643906, 1464, 63.462688
March 01 2025 13:34:53, 31.445980, 16.626930, 1463, 63.492538
March 01 2025 13:35:53, 33.903027, 16.741753, 1472, 63.223881
March 01 2025 13:36:53, 33.874226, 16.831970, 1452, 63.820896
March 01 2025 13:37:53, 35.004234, 16.722298, 1456, 63.701492
March 01 2025 13:38:54, 36.060905, 16.856384, 1453, 63.791046
March 01 2025 13:39:54, 36.536407, 16.942787, 1435, 64.328362
March 01 2025 13:40:54, 36.892796, 17.063141, 1477, 63.074627
March 01 2025 13:41:54, 36.520195, 17.066193, 1431, 64.447762
March 01 2025 13:42:55, 34.857559, 16.955185, 1465, 63.432835
March 01 2025 13:43:55, 33.254910, 16.750908, 1431, 64.447762
March 01 2025 13:44:55, 33.629799, 16.711044, 1457, 63.671642
March 01 2025 13:45:55, 33.433819, 16.728783, 1446, 64.000000
March 01 2025 13:46:55, 32.813263, 16.489029, 1454, 63.761192
March 01 2025 13:47:56, 33.250141, 16.255951, 1456, 63.701492
March 01 2025 13:48:56, 33.909798, 16.022301, 1456, 63.701492
March 01 2025 13:49:56, 35.064507, 15.856743, 1456, 63.701492
March 01 2025 13:50:56, 33.762264, 15.829468, 1472, 63.223881
March 01 2025 13:51:57, 33.293915, 15.985680, 1457, 63.671642
March 01 2025 13:52:57, 33.311367, 15.996742, 1462, 63.522388
March 01 2025 13:53:57, 33.210278, 15.818787, 1465, 63.432835
March 01 2025 13:54:57, 34.134865, 15.945816, 1450, 63.880596
March 01 2025 13:55:58, 33.358955, 16.008568, 1441, 64.149254
March 01 2025 13:56:58, 34.422302, 16.038132, 1465, 63.432835
March 01 2025 13:57:58, 33.102512, 15.733910, 1462, 63.522388
March 01 2025 13:58:58, 33.621311, 15.672493, 1472, 63.223881
March 01 2025 13:59:58, 33.716679, 15.833664, 1456, 63.701492
March 01 2025 14:00:59, 35.760212, 15.997505, 1486, 62.805969
March 01 2025 14:01:59, 35.435677, 16.164970, 1454, 63.761192
March 01 2025 14:02:59, 35.539150, 16.238785, 1446, 64.000000
March 01 2025 14:03:59, 32.923031, 16.236496, 1423, 64.686569
March 01 2025 14:05:00, 34.449768, 16.350555, 1462, 63.522388
March 01 2025 14:06:00, 34.740925, 16.503716, 1458, 63.641792
March 01 2025 14:07:00, 35.235310, 16.521645, 1456, 63.701492
March 01 2025 14:08:00, 32.482529, 16.486359, 1489, 62.716419
March 01 2025 14:09:01, 31.827450, 16.514397, 1443, 64.089554
March 01 2025 14:10:01, 34.087086, 16.661263, 1461, 63.552238
March 01 2025 14:11:01, 33.660030, 16.651154, 1451, 63.850746
March 01 2025 14:12:01, 34.616756, 16.786385, 1457, 63.671642
March 01 2025 14:13:02, 34.630585, 16.912460, 1471, 63.253731
March 01 2025 14:14:02, 32.719135, 16.831017, 1459, 63.611938
March 01 2025 14:15:02, 34.984303, 16.954994, 1445, 64.029854
March 01 2025 14:16:02, 35.484123, 17.030716, 1439, 64.208954
March 01 2025 14:17:02, 34.123707, 17.037773, 1459, 63.611938
March 01 2025 14:18:03, 33.053303, 17.200470, 1447, 63.970150
March 01 2025 14:19:03, 30.862808, 17.175674, 1477, 63.074627
March 01 2025 14:20:03, 32.953548, 17.182350, 1434, 64.358208
March 01 2025 14:21:03, 33.589840, 17.136002, 1470, 63.283581
March 01 2025 14:22:04, 32.315159, 16.975212, 1455, 63.731342
March 01 2025 14:23:04, 32.743073, 17.074776, 1479, 63.014927
March 01 2025 14:24:04, 31.917572, 16.814995, 1462, 63.522388
March 01 2025 14:25:04, 33.350468, 17.024231, 1456, 63.701492
March 01 2025 14:26:05, 32.295799, 17.090797, 1450, 63.880596
March 01 2025 14:27:05, 33.144093, 17.134476, 1477, 63.074627
March 01 2025 14:28:05, 33.914280, 17.144775, 1475, 63.134327
March 01 2025 14:29:05, 34.302998, 17.179108, 1479, 63.014927
March 01 2025 14:30:05, 33.241463, 17.128944, 1466, 63.402985
March 01 2025 14:31:06, 32.633114, 17.149353, 1456, 63.701492
March 01 2025 14:32:06, 32.077503, 17.256355, 1459, 63.611938
March 01 2025 14:33:06, 32.936573, 17.304802, 1451, 63.850746
March 01 2025 14:34:06, 32.129002, 17.213631, 1486, 62.805969
March 01 2025 14:35:07, 32.948208, 17.218399, 1475, 63.134327
March 01 2025 14:36:07, 31.720924, 17.232704, 1461, 63.552238
March 01 2025 14:37:07, 31.283951, 17.318344, 1488, 62.746269
March 01 2025 14:38:07, 33.088207, 17.356873, 1459, 63.611938
March 01 2025 14:39:08, 31.856346, 17.342758, 1497, 62.477612
March 01 2025 14:40:08, 32.914639, 17.306328, 1456, 63.701492
March 01 2025 14:41:08, 34.626007, 17.409897, 1456, 63.701492
March 01 2025 14:42:08, 32.062435, 17.363548, 1457, 63.671642
March 01 2025 14:43:09, 30.558968, 17.022514, 1479, 63.014927
March 01 2025 14:44:09, 32.515430, 16.999245, 1535, 61.343285
March 01 2025 14:45:09, 33.185673, 17.212677, 1460, 63.582088
March 01 2025 14:46:09, 33.353329, 17.246246, 1467, 63.373135
March 01 2025 14:47:09, 31.747627, 17.208290, 1483, 62.895523
March 01 2025 14:48:10, 32.500553, 17.331123, 1472, 63.223881
March 01 2025 14:49:10, 32.599449, 17.441940, 1499, 62.417912
March 01 2025 14:50:10, 30.519772, 17.418480, 1463, 63.492538
March 01 2025 14:51:10, 31.582069, 17.433357, 1462, 63.522388
March 01 2025 14:52:11, 31.226826, 17.431259, 1463, 63.492538
March 01 2025 14:53:11, 31.573009, 17.446518, 1482, 62.925373
March 01 2025 14:54:11, 27.898979, 17.268944, 1481, 62.955223
March 01 2025 14:55:11, 30.246353, 17.249107, 1457, 63.671642
March 01 2025 14:56:12, 31.770134, 17.368126, 1472, 63.223881
March 01 2025 14:57:12, 31.391144, 17.379570, 1455, 63.731342
March 01 2025 14:58:12, 30.579376, 17.527390, 1488, 62.746269
March 01 2025 14:59:12, 31.215000, 17.488098, 1465, 63.432835
March 01 2025 15:00:13, 31.371784, 17.451668, 1478, 63.044777
March 01 2025 15:01:13, 30.528355, 17.357254, 1483, 62.895523
March 01 2025 15:02:13, 29.971981, 17.074203, 1490, 62.686565
March 01 2025 15:03:13, 29.842186, 17.040062, 1482, 62.925373
March 01 2025 15:04:13, 28.725147, 16.854668, 1475, 63.134327
March 01 2025 15:05:14, 27.499199, 16.803551, 1502, 62.328358
March 01 2025 15:06:14, 30.297089, 16.939926, 1488, 62.746269
March 01 2025 15:07:14, 30.360508, 16.924286, 1479, 63.014927
March 01 2025 15:08:14, 30.329132, 17.027092, 1511, 62.059700
March 01 2025 15:09:15, 28.175354, 16.895103, 1487, 62.776119
March 01 2025 15:10:15, 28.104019, 16.758156, 1488, 62.746269
March 01 2025 15:11:15, 29.256535, 16.610909, 1499, 62.417912
March 01 2025 15:12:15, 30.490875, 16.648293, 1472, 63.223881
March 01 2025 15:13:16, 32.275772, 16.664505, 1456, 63.701492
March 01 2025 15:14:16, 28.768826, 16.632652, 1490, 62.686565
March 01 2025 15:15:16, 31.573677, 16.811371, 1493, 62.597015
March 01 2025 15:16:16, 30.789375, 16.979218, 1456, 63.701492
March 01 2025 15:17:16, 30.746269, 16.984940, 1509, 62.119404
March 01 2025 15:18:17, 31.225586, 17.039490, 1456, 63.701492
March 01 2025 15:19:17, 30.375481, 16.984367, 1488, 62.746269
March 01 2025 15:20:17, 29.855537, 16.976929, 1462, 63.522388
March 01 2025 15:21:17, 30.039310, 17.047691, 1477, 63.074627
March 01 2025 15:22:18, 31.195927, 17.206383, 1475, 63.134327
March 01 2025 15:23:18, 29.021740, 17.176437, 1487, 62.776119
March 01 2025 15:24:18, 31.009865, 17.180061, 1474, 63.164181
March 01 2025 15:25:18, 30.366039, 17.162704, 1488, 62.746269
March 01 2025 15:26:19, 30.508900, 16.916275, 1469, 63.313435
March 01 2025 15:27:19, 30.994511, 16.598892, 1482, 62.925373
March 01 2025 15:28:19, 30.643559, 16.386414, 1489, 62.716419
March 01 2025 15:29:19, 29.885578, 16.250992, 1469, 63.313435
March 01 2025 15:30:20, 30.271721, 16.080284, 1488, 62.746269
March 01 2025 15:31:20, 31.581879, 16.044044, 1488, 62.746269
March 01 2025 15:32:20, 31.562138, 16.106033, 1495, 62.537312
March 01 2025 15:33:20, 31.233406, 16.183090, 1465, 63.432835
March 01 2025 15:34:20, 33.266544, 16.334724, 1466, 63.402985
March 01 2025 15:35:21, 32.429790, 16.359901, 1459, 63.611938
March 01 2025 15:36:21, 31.585693, 16.434669, 1471, 63.253731
March 01 2025 15:37:21, 31.601524, 16.503716, 1483, 62.895523
March 01 2025 15:38:21, 31.398106, 16.581345, 1479, 63.014927
March 01 2025 15:39:22, 33.041191, 16.713524, 1483, 62.895523
March 01 2025 15:40:22, 32.288456, 16.849327, 1488, 62.746269
March 01 2025 15:41:22, 31.079197, 16.933823, 1495, 62.537312
March 01 2025 15:42:22, 31.197643, 16.952896, 1488, 62.746269
March 01 2025 15:43:23, 31.169987, 17.059326, 1499, 62.417912
March 01 2025 15:44:23, 32.101059, 17.042732, 1456, 63.701492
March 01 2025 15:45:23, 32.691574, 17.085457, 1483, 62.895523
March 01 2025 15:46:23, 33.000374, 17.192268, 1488, 62.746269
March 01 2025 15:47:24, 34.040928, 17.260551, 1472, 63.223881
March 01 2025 15:48:24, 30.793571, 17.283440, 1475, 63.134327
March 01 2025 15:49:24, 31.297684, 17.243385, 1499, 62.417912
March 01 2025 15:50:24, 32.589245, 17.255974, 1494, 62.567165
March 01 2025 15:51:24, 28.902245, 17.091942, 1525, 61.641792
March 01 2025 15:52:25, 28.587437, 16.872215, 1535, 61.343285
March 01 2025 15:53:25, 30.347824, 16.889572, 1554, 60.776119
March 01 2025 15:54:25, 29.979134, 16.869354, 1563, 60.507462
March 01 2025 15:55:25, 31.306934, 17.045975, 1568, 60.358208
